2024-10-19 16:11:35,992 - read <class 'data_processing.ml_20m'>
2024-10-19 16:13:19,051 - Namespace(data_dir='./data/', output_dir='output/', data_name='ml-20m', llm_path='./bert-base-uncased', do_eval=False, load_model='TCTRec', train_name='Oct-19-2024_16-11-35', num_items=131262, num_users=138493, num_neg_sample=100, lr=0.003, weight_decay=0, batch_size=128, num_epochs=64, patience=10, num_workers=4, model_type='SASRec', max_seq_length=50, dropout_rate=0.5, hidden_size=64, num_hidden_layers=2, attn_dropout_rate=0.5, n_heads=8, e_layers=4, alpha=0.8, llm=False, device=device(type='cuda'), checkpoint_path='output/ml-20m/SASRec.pt', dim_user_discrete_data=[], dim_item_discrete_data=20)
2024-10-19 16:13:19,146 - SASRec(
  (item_emb): Embedding(131263, 64, padding_idx=0)
  (pos_emb): Embedding(50, 64)
  (dropout): Dropout(p=0.5, inplace=False)
  (attention_blocks): ModuleList(
    (0-3): 4 x TransformerBlock(
      (attention): MultiheadAttention(
        (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
      )
      (ffn): Sequential(
        (0): Linear(in_features=64, out_features=64, bias=True)
        (1): ReLU()
        (2): Dropout(p=0.5, inplace=False)
        (3): Linear(in_features=64, out_features=64, bias=True)
      )
      (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
      (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
      (dropout): Dropout(p=0.5, inplace=False)
    )
  )
)
2024-10-19 16:13:19,837 - training start
2024-10-21 02:39:26,495 - read <class 'data_processing.ml_20m'>
2024-10-21 02:41:13,078 - Namespace(data_dir='./data/', output_dir='output/', data_name='ml-20m', llm_path='./bert-base-uncased', do_eval=False, load_model='TCTRec', train_name='Oct-21-2024_02-39-26', num_items=131262, num_users=138493, num_neg_sample=100, lr=0.003, weight_decay=0, batch_size=128, num_epochs=64, patience=10, num_workers=4, model_type='SASRec', max_seq_length=50, dropout_rate=0.5, hidden_size=64, num_hidden_layers=2, attn_dropout_rate=0.5, n_heads=8, e_layers=4, alpha=0.8, llm=False, device=device(type='cuda'), checkpoint_path='output/ml-20m/SASRec.pt', dim_user_discrete_data=[], dim_item_discrete_data=20)
2024-10-21 02:41:13,175 - SASRec(
  (item_emb): Embedding(131263, 64, padding_idx=0)
  (pos_emb): Embedding(50, 64)
  (dropout): Dropout(p=0.5, inplace=False)
  (attention_blocks): ModuleList(
    (0-3): 4 x TransformerBlock(
      (attention): MultiheadAttention(
        (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
      )
      (ffn): Sequential(
        (0): Linear(in_features=64, out_features=64, bias=True)
        (1): ReLU()
        (2): Dropout(p=0.5, inplace=False)
        (3): Linear(in_features=64, out_features=64, bias=True)
      )
      (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
      (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
      (dropout): Dropout(p=0.5, inplace=False)
    )
  )
)
2024-10-21 02:41:13,863 - training start
2024-10-21 02:42:04,656 - Epoch: 1/64 Batch: 1/1082 Time: 50.8s Loss: 7.57   Average_Loss: 7.57
2024-10-21 02:43:46,041 - Epoch: 1/64 Batch: 33/1082 Time: 152.2s Loss: 4.29   Average_Loss: 5.72
2024-10-21 02:45:48,658 - Epoch: 1/64 Batch: 65/1082 Time: 274.8s Loss: 2.75   Average_Loss: 4.57
2024-10-21 02:47:57,984 - Epoch: 1/64 Batch: 97/1082 Time: 404.1s Loss: 1.79   Average_Loss: 3.76
2024-10-21 02:49:46,650 - Epoch: 1/64 Batch: 129/1082 Time: 512.8s Loss: 1.30   Average_Loss: 3.20
2024-10-21 02:51:45,842 - Epoch: 1/64 Batch: 161/1082 Time: 632.0s Loss: 1.00   Average_Loss: 2.79
2024-10-21 02:53:45,671 - Epoch: 1/64 Batch: 193/1082 Time: 751.8s Loss: 0.89   Average_Loss: 2.48
2024-10-21 02:55:33,229 - Epoch: 1/64 Batch: 225/1082 Time: 859.4s Loss: 0.75   Average_Loss: 2.25
2024-10-21 02:57:42,439 - Epoch: 1/64 Batch: 257/1082 Time: 988.6s Loss: 0.74   Average_Loss: 2.06
2024-10-21 02:59:42,652 - Epoch: 1/64 Batch: 289/1082 Time: 1108.8s Loss: 0.69   Average_Loss: 1.91
2024-10-21 03:01:29,850 - Epoch: 1/64 Batch: 321/1082 Time: 1216.0s Loss: 0.69   Average_Loss: 1.79
2024-10-21 03:03:43,169 - Epoch: 1/64 Batch: 353/1082 Time: 1349.3s Loss: 0.62   Average_Loss: 1.68
2024-10-21 03:05:18,973 - Epoch: 1/64 Batch: 385/1082 Time: 1445.1s Loss: 0.61   Average_Loss: 1.59
2024-10-21 03:07:21,367 - Epoch: 1/64 Batch: 417/1082 Time: 1567.5s Loss: 0.61   Average_Loss: 1.52
2024-10-21 03:09:34,255 - Epoch: 1/64 Batch: 449/1082 Time: 1700.4s Loss: 0.58   Average_Loss: 1.45
2024-10-21 03:10:56,936 - Epoch: 1/64 Batch: 481/1082 Time: 1783.1s Loss: 0.54   Average_Loss: 1.39
2024-10-21 03:13:00,270 - Epoch: 1/64 Batch: 513/1082 Time: 1906.4s Loss: 0.57   Average_Loss: 1.34
2024-10-21 03:14:56,452 - Epoch: 1/64 Batch: 545/1082 Time: 2022.6s Loss: 0.59   Average_Loss: 1.29
2024-10-21 03:16:50,249 - Epoch: 1/64 Batch: 577/1082 Time: 2136.4s Loss: 0.57   Average_Loss: 1.25
2024-10-21 03:18:47,251 - Epoch: 1/64 Batch: 609/1082 Time: 2253.4s Loss: 0.60   Average_Loss: 1.22
2024-10-21 03:20:59,547 - Epoch: 1/64 Batch: 641/1082 Time: 2385.7s Loss: 0.52   Average_Loss: 1.18
2024-10-21 03:22:53,932 - Epoch: 1/64 Batch: 673/1082 Time: 2500.1s Loss: 0.53   Average_Loss: 1.15
2024-10-21 03:24:37,667 - Epoch: 1/64 Batch: 705/1082 Time: 2603.8s Loss: 0.58   Average_Loss: 1.12
2024-10-21 03:26:49,831 - Epoch: 1/64 Batch: 737/1082 Time: 2736.0s Loss: 0.57   Average_Loss: 1.10
2024-10-21 03:28:32,274 - Epoch: 1/64 Batch: 769/1082 Time: 2838.4s Loss: 0.54   Average_Loss: 1.07
